Gene ID,Entrez Gene ID,Gene Symbol,Gene Name,Organism,Unigene ID,Ensembl ID,UniProt ID,Alias,Lifespan Effect,Phenotype Description,Longevity Influence,Max Lifespan Change,Avg Lifespan Change,Method,Bibliographic reference
978,174045,set-4,SET (trithorax/polycomb) domain containing,Caenorhabditis elegans,,C32D5.5,,,increase,20% mean lifespan extension,anti,,20,RNA interference,"2423: Greer et al. (2010) ""Members of the H3K4 trimethylation complex regulate lifespan in a germline-dependent manner in C. elegans.""  Nature 466(7304):383-387 (20555324)"
979,181371,set-6,SET (trithorax/polycomb) domain containing,Caenorhabditis elegans,,C49F5.2,,,decrease,10% mean lifespan decrease,pro,,10,RNA interference,"2423: Greer et al. (2010) ""Members of the H3K4 trimethylation complex regulate lifespan in a germline-dependent manner in C. elegans.""  Nature 466(7304):383-387 (20555324)"
235,177196,set-9,SET (trithorax/polycomb) domain containing,Caenorhabditis elegans,Cel.21386,F15E6.1,,,increase,RNA interference extends lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
235,177196,set-9,SET (trithorax/polycomb) domain containing,Caenorhabditis elegans,Cel.21386,F15E6.1,,,increase,20% mean lifespan extension,anti,,20,RNA interference,"2423: Greer et al. (2010) ""Members of the H3K4 trimethylation complex regulate lifespan in a germline-dependent manner in C. elegans.""  Nature 466(7304):383-387 (20555324)"
235,177196,set-9,SET (trithorax/polycomb) domain containing,Caenorhabditis elegans,Cel.21386,F15E6.1,,,increase,"RNA inteference of set-9 results in an incrased lifespan of up to 22%, depending on temperature.",anti,,22,RNA interference,"3570: Ni et al. (2012) ""Two SET domain containing genes link epigenetic changes and aging in Caenorhabditis elegans.""  Aging Cell 11(2):315-325 (22212395)"
599,181697,sgk-1,Serum- and Glucocorticoid- inducible kinase homolog,Caenorhabditis elegans,Cel.19781,W10G6.2,,,increase,"Deletion results in defective egg-laying, extended generation time, increased stress resistance, and life-extension.",anti,,,Deletion,"2355: Hertweck et al. (2004) ""C. elegans SGK-1 is the critical component in the Akt/PKB kinase complex to control stress response and life span.""  Dev. Cell 6(4):577-588 (15068796)"
980,3565745,shc-1,"Src Homology domain C-terminal, adaptor homolog",Caenorhabditis elegans,,F54A5.3,,,decrease,shc-1(ok198) mutants display a strongly reduced mean adult life span (38% compared with wild type).,pro,,38,Mutation,"2450: Neumann-Haefelin et al. (2008) ""SHC-1/p52Shc targets the insulin/IGF-1 and JNK signaling pathways to modulate life span and stress response in C. elegans.""  Genes Dev. 22(19):2721-2735 (18832074)"
785,176805,sid-2,Systemic RNA Interference Defective,Caenorhabditis elegans,Cel.9551,ZK520.2,,,increase,RNA interference extends lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
602,190339,sinh-1,SIN-1 (S. pombe stress activated protein kinase interactor) Homolog,Caenorhabditis elegans,Cel.23921,Y57A10A.20,,,increase,RNA interference extends lifespan.,anti,,,RNA interference,"2240: Hansen et al. (2005) ""New genes tied to endocrine, metabolic, and dietary regulation of lifespan from a Caenorhabditis elegans genomic RNAi screen.""  PLoS Genet. 1(1):119-128 (16103914)"
1960,176471,sip-1,Stress-induced protein 1,Caenorhabditis elegans,16892,,,,decrease,RNA interference of sip-1 in worms results in decreased lifespan (mean lifespan is 18% shorter).,pro,,18,RNA interference,"626: Hsu et al. (2003) ""Regulation of aging and age-related disease by DAF-16 and heat-shock factor.""  Science 300(5622):1142-1145 (12750521)"
604,177924,sir-2.1,Yeast SIR related (68.8 kD) (sir-2.1),Caenorhabditis elegans,Cel.12479,R11A8.4,,,increase,Overexpression extends lifespan by about 50%.,pro,,50,Overexpression,"199: Tissenbaum and Guarente (2001) ""Increased dosage of a sir-2 gene extends lifespan in Caenorhabditis elegans.""  Nature 410(6825):227-230 (11242085)"
604,177924,sir-2.1,Yeast SIR related (68.8 kD) (sir-2.1),Caenorhabditis elegans,Cel.12479,R11A8.4,,,decrease,Sir-2.1(ok434) mutants show a slight decrease in lifespan as well as sensitivity to various stresses.,pro,,,Mutation,"2496: Wang and Tissenbaum (2006) ""Overlapping and distinct functions for a Caenorhabditis elegans SIR2 and DAF-16/FOXO.""  Mech. Ageing Dev. 127(1):48-56 (16280150)"
604,177924,sir-2.1,Yeast SIR related (68.8 kD) (sir-2.1),Caenorhabditis elegans,Cel.12479,R11A8.4,,,increase,Overexpression of sir-2.1 extended lifespan.,pro,15,10,Overexpression,"3277: Schmeisser et al. (2013) ""Role of sirtuins in lifespan regulation is linked to methylation of nicotinamide.""  Nat. Chem. Biol. 9(11):693-700 (24077178)"
604,177924,sir-2.1,Yeast SIR related (68.8 kD) (sir-2.1),Caenorhabditis elegans,Cel.12479,R11A8.4,,,noeffect,Outcrossing of lines with sir-2.1 overexpression abrogated the lifespan increase.,none,"3321: Burnett et al. (2011) ""Absence of effects of Sir2 overexpression on lifespan in C. elegans and Drosophila.""  Nature 477(7365):482-485 (21938067)",,,
612,177343,skn-1,SKiNhead,Caenorhabditis elegans,Cel.23037,T19E7.2,,,decrease,RNA interference or mutations prevented the life-extension effects of dietary restriction.,pro,,,RNA interference,"2360: Bishop and Guarente (2007) ""Two neurons mediate diet-restriction-induced longevity in C. elegans.""  Nature 447(7144):545-549 (17538612)"
612,177343,skn-1,SKiNhead,Caenorhabditis elegans,Cel.23037,T19E7.2,,,increase,Mean lifespan extension by 5-20% after overexpression and opposite effect due to mutations.,pro,,20,Overexpression,"2497: Tullet et al. (2008) ""Direct inhibition of the longevity-promoting factor SKN-1 by insulin-like signaling in C. elegans.""  Cell 132(6):1025-1038 (18358814)"
613,172775,skr-1,SKp1 Related (ubiquitin ligase complex component),Caenorhabditis elegans,Cel.18311,F46A9.5,,,decrease,RNA interference in adulthood of skr-1 and skr-2 shortened the extended lifespan of daf-2(mu150) mutants by up to 44%. No effect in the lifespan of wild-type worms or in the extended lifespans of glp-1(e2141ts) or eat-2(ad1116) mutants was observed.,pro,,,RNA interference,"2272: Ghazi et al. (2007) ""Regulation of Caenorhabditis elegans lifespan by a proteasomal E3 ligase complex.""  Proc. Natl. Acad. Sci. U.S.A. 104(14):5947-5952 (17392428)"
614,172773,skr-2,SKp1 Related (ubiquitin ligase complex component),Caenorhabditis elegans,Cel.193,F46A9.4,,,decrease,RNA interference in adulthood of skr-1 and skr-2 shortened the extended lifespan of daf-2(mu150) mutants by up to 44%. No effect in the lifespan of wild-type worms or in the extended lifespans of glp-1(e2141ts) or eat-2(ad1116) mutants was observed.,pro,,,RNA interference,"2272: Ghazi et al. (2007) ""Regulation of Caenorhabditis elegans lifespan by a proteasomal E3 ligase complex.""  Proc. Natl. Acad. Sci. U.S.A. 104(14):5947-5952 (17392428)"
981,180148,skr-5,SKp1 Related (ubiquitin ligase complex component),Caenorhabditis elegans,,F47H4.10,,,increase,10% mean lifespan extension,anti,,10,RNA interference post development,"2421: Oliveira et al. (2009) ""Condition-adapted stress and longevity gene regulation by Caenorhabditis elegans SKN-1/Nrf.""  Aging Cell 8(5):524-541 (19575768)"
939,186633,slcf-1,hypothetical protein,Caenorhabditis elegans,,F59F5.1,,,increase,Mean LS increase by 40%,anti,,40,RNA interference,"2439: Mouchiroud et al. (2011) ""Pyruvate imbalance mediates metabolic reprogramming and mimics lifespan extension by dietary restriction in Caenorhabditis elegans.""  Aging Cell 10(1):39-54 (21040400)"
982,176849,sma-10,hypothetical protein,Caenorhabditis elegans,,T21D12.9,,,increase,Extended  mean life span (10-30% in different backgrounds) when inactivated,anti,,30,RNA interference post development,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
983,172418,smg-1,Suppressor with Morphological effect on Genitalia,Caenorhabditis elegans,,C48B6.6,,,increase,smg-1 inhibition increases average lifespan (by 30%) compared to WT in  a daf-18 dependent manner,anti,,30,RNA interference,"2451: Masse et al. (2008) ""A novel role for the SMG-1 kinase in lifespan and oxidative stress resistance in Caenorhabditis elegans.""  PLoS ONE 3(10):e3354 (18836529)"
616,179243,smk-1,suppressor of MEK null,Caenorhabditis elegans,Cel.4912,F41E6.4,,,decrease,RNA interference of smk-1 completely suppressed the extended longevity of daf-2 mutations and partly the life-extension of clk-1 mutants. It only slightly shortened the lifespan of wild-type worms.,pro,,,RNA interference,"2362: Wolff et al. (2006) ""SMK-1, an essential regulator of DAF-16-mediated longevity.""  Cell 124(5):1039-1053 (16530049)"
616,179243,smk-1,suppressor of MEK null,Caenorhabditis elegans,Cel.4912,F41E6.4,,,decrease,RNAi led to a 44% decrease in median lifespan in daf-2 background and 21% decrease in lifespan in wild-type background.,pro,,21,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
617,172783,smn-1,SMN (human Survival Motor Neuron gene) homolog,Caenorhabditis elegans,Cel.18372,C41G7.1,,,decrease,"RNA interference results in a 40% decrease in median lifespan in daf-2 mutants,  13% decrease in lifespan in daf-2/daf-16 double mutants and a 26% decrease in median lifespan in a wild-type background.",pro,,26,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
1788,179193,snap-1,Protein SNAP-1,Caenorhabditis elegans,,,,,decrease,Post-developmental RNAi of snap-1 shortens lifespan of wild type worms.,pro,50,39.9,Post-developmental RNA interference,"3241: Tacutu et al. (2012) ""Prediction of C. elegans longevity genes by human and worm longevity networks.""  PLoS ONE 7(10):e48282 (23144747)"
1789,176233,snap-29,Protein SNAP-29,Caenorhabditis elegans,,,,,decrease,Post-developmental RNAi of snap-29 shortens lifespan of wild type worms.,pro,72,48.6,Post-developmental RNA interference,"3241: Tacutu et al. (2012) ""Prediction of C. elegans longevity genes by human and worm longevity networks.""  PLoS ONE 7(10):e48282 (23144747)"
618,,SNCA,"synuclein, alpha (non A4 component of amyloid precursor)",Caenorhabditis elegans,,,,,increase,"Transgenic lines overexpressing human SNCA lived about 25% longer, even in a daf-2 mutant background, and exhibited decreased pharyngeal pumping and egg-laying.",pro,,25,Overexpression,"2363: Vartiainen et al. (2006) ""Increased lifespan in transgenic Caenorhabditis elegans overexpressing human alpha-synuclein.""  Exp. Gerontol. 41(9):871-876 (16782295)"
984,174141,sod-1,superoxide dismutase,Caenorhabditis elegans,,C15F1.7,,,increase,sod-1 RNAi decreases oxidative damage and increases life span.,anti,,,RNA interference,"2452: Yang et al. (2007) ""A Measurable increase in oxidative damage due to reduction in superoxide detoxification fails to shorten the life span of long-lived mitochondrial mutants of Caenorhabditis elegans.""  Genetics 177(4):2063-2074 (18073424)"
985,172632,sod-2,Superoxide dismutase (24.5 kD) (sod-2),Caenorhabditis elegans,,F10D11.1,,,increase,"Treatment of wild-type worms increased their mean LS by a mean of 44 percent, and treatment of prematurely aging worms resulted in normalization of their LS (a 67 percent increase).",pro,,44,Pharmacological overexpression (Superoxide dismutase/catalase mimetics),"204: Melov et al. (2000) ""Extension of life-span with superoxide dismutase/catalase mimetics.""  Science 289(5484):1567-1569 (10968795)"
985,172632,sod-2,Superoxide dismutase (24.5 kD) (sod-2),Caenorhabditis elegans,,F10D11.1,,,increase,"sod-2 mutants are long-lived (maximum lifespan increased by 30%) despite a significant increase in oxidatively damaged proteins. The lifespan of sod1, sod3, sod4 and sod5 mutants was not affected. Examination of worm lifespan revealed that sod-1; sod-3; sod-5 mutant worms live as long as wild-type worms while both sod-2; sod-3; sod-5 and sod-1; sod-2; sod- 4 mutant worms live significantly longer than wild-type (maximum lifespan increased by 30%).",anti,30,,Mutations,"2083: Van Raamsdonk and Hekimi (2009) ""Deletion of the mitochondrial superoxide dismutase sod-2 extends lifespan in Caenorhabditis elegans.""  PLoS Genet. 5(2):e1000361 (19197346)"
625,177929,spe-26,Defective SPErmatogenesis,Caenorhabditis elegans,Cel.24593,R10H10.2,,,increase,Mutation that reduced sperm production also increased mean lifespan by about 65%.,anti,,65,Mutation,"2364: Van Voorhies (1992) ""Production of sperm reduces nematode lifespan.""  Nature 360(6403):456-458 (1448167)"
625,177929,spe-26,Defective SPErmatogenesis,Caenorhabditis elegans,Cel.24593,R10H10.2,,,increase,RNAi led to a 33% mean lifespan extension.,anti,,33,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
662,172137,spe-5,Temporarily Assigned Gene name,Caenorhabditis elegans,Cel.24050,Y110A7A.12,,,increase,RNA interference in adulthood extended mean lifespan by 23%.,anti,,23,RNA interference,"2247: Curran and Ruvkun (2007) ""Lifespan regulation by evolutionarily conserved genes essential for viability.""  PLoS Genet. 3(4):e56 (17411345)"
753,171915,spg-7,human SPG (spastic paraplegia),Caenorhabditis elegans,Cel.16460,Y47G6A.10,,,increase,RNA interference in adulthood resulted in a 23% increase in mean lifespan.,anti,,23,RNA interference,"2247: Curran and Ruvkun (2007) ""Lifespan regulation by evolutionarily conserved genes essential for viability.""  PLoS Genet. 3(4):e56 (17411345)"
626,176857,spl-1,Sphingosine Phosphate Lyase,Caenorhabditis elegans,Cel.5572,Y66H1B.4,,,decrease,"RNA interference decreased median lifespan by 22% in wild type animals, 63% in a daf-2 background and 17% in daf-2/daf-16 double mutants.",pro,,22,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
986,171681,spp-17,SaPosin-like Protein family,Caenorhabditis elegans,,C54G6.5,,,increase,20% mean lifespan extension,anti,,20,RNA interference post development,"2421: Oliveira et al. (2009) ""Condition-adapted stress and longevity gene regulation by Caenorhabditis elegans SKN-1/Nrf.""  Aging Cell 8(5):524-541 (19575768)"
1896,180722,spr-3,Suppressor of presenilin protein 3,Caenorhabditis elegans,0.24627,,,,increase,"Deletion or RNA interference of spr-3 results in a short lifespan phenotype for worms. Contrarly, worm mutants with a gain-of-function mutation of spr-3 (by108) display resistance to environmental stress and an increased lifespan (by 26%) when compared with wild-type nematodes. This mutation is dependent on daf-16 and glp-1.",anti,,26,Mutation,"3509: Yang et al. (2013) ""A C-terminal truncated mutation of spr-3 gene extends lifespan in Caenorhabditis elegans.""  Acta Biochim. Biophys. Sin. (Shanghai) 45(7):540-548 (23692984)"
627,175172,spt-4,SPT transcription factor family,Caenorhabditis elegans,Cel.20527,F54C4.2,,,increase,RNA interference extended lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
987,189783,sptf-3,Specificity Protein) Transcription Factor,Caenorhabditis elegans,,Y40B1A.4,,,decrease,24% mean decrease in lifespan,pro,,24,RNA interference,"2418: Xue et al. (2007) ""A modular network model of aging.""  Mol. Syst. Biol. 3:147 (18059442)"
987,189783,sptf-3,Specificity Protein) Transcription Factor,Caenorhabditis elegans,,Y40B1A.4,,,decrease,Post-developmental RNAi of sptf-3 shortens lifespan of wild type worms.,pro,37,22.9,Post-developmental RNA interference,"3241: Tacutu et al. (2012) ""Prediction of C. elegans longevity genes by human and worm longevity networks.""  PLoS ONE 7(10):e48282 (23144747)"
1920,173389,sptl-1,Serine Palmitoyl Transferase famiLy,Caenorhabditis elegans,0.8663,,,,increase,"RNA interference of SPTL-1 (C23H3.4), serine palmitoyl transferase homolog, results in both mean and maximum lifespan extension.",anti,20,33,RNA interference,"3526: Cutler et al. (2014) ""Sphingolipid metabolism regulates development and lifespan in Caenorhabditis elegans.""  Mech. Ageing Dev. 143-144:9-18 (25437839)"
988,190663,srt-56,"Serpentine Receptor, class T",Caenorhabditis elegans,,Y73C8C.9,,,increase,Extended mean life span (20-30% in different backgrounds) when inactivated,anti,,30,RNA interference post development,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
628,188048,sru-17,"Serpentine Receptor, class U",Caenorhabditis elegans,Cel.29569,T04A11.10,,,increase,RNA interference extended lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
629,189964,srw-100,"Serpentine Receptor, class W",Caenorhabditis elegans,Cel.28197,Y46H3C.1,,,increase,RNA interference extended lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
630,188136,srw-20,"Serpentine Receptor, class W",Caenorhabditis elegans,Cel.27578,T05E12.4,,,increase,RNA interference extended lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
631,189965,srw-99,"Serpentine Receptor, class W",Caenorhabditis elegans,Cel.28198,Y46H3C.2,,,increase,RNA interference extended lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
638,181255,syd-2,SYnapse Defective,Caenorhabditis elegans,Cel.19549,F59F5.6,,,decrease,Mutation reduced maximum lifespan 40%.,pro,40,,Mutation,"2283: Shen et al. (2007) ""Involvement of genes required for synaptic function in aging control in C. elegans.""  Neurosci Bull 23(1):21-29 (17592521)"
240,182490,symk-1,Protein SYMK-1,Caenorhabditis elegans,Cel.31512,F25G6.2,,,increase,RNA interference in adulthood resulted in a 24% mean lifespan extension.,anti,,24,RNA interference,"2247: Curran and Ruvkun (2007) ""Lifespan regulation by evolutionarily conserved genes essential for viability.""  PLoS Genet. 3(4):e56 (17411345)"
639,173459,T02H6.11,Protein T02H6.11,Caenorhabditis elegans,Cel.18242,T02H6.11,,,increase,RNA interference extends lifespan by about 40%.,anti,,40,RNA interference,"2235: Lee et al. (2003) ""A systematic RNAi screen identifies a critical role for mitochondria in C. elegans longevity.""  Nat. Genet. 33(1):40-48 (12447374)"
639,173459,T02H6.11,Protein T02H6.11,Caenorhabditis elegans,Cel.18242,T02H6.11,,,increase,RNAi led to a 60% mean lifespan extension.,anti,,60,RNA interference,"2426: Zuryn et al. (2010) ""Mitochondrial dysfunction in Caenorhabditis elegans causes metabolic restructuring, but this is not linked to longevity.""  Mech. Ageing Dev. 131(9):554-561 (20688098)"
641,188077,T05A1.5,T05A1.5b,Caenorhabditis elegans,Cel.12395,T05A1.5,,,increase,RNA interference increased mean lifespan by 20%.,anti,,20,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
643,176864,T07A9.8,Protein T07A9.8,Caenorhabditis elegans,Cel.12379,T07A9.8,,,increase,RNA interference extends lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
643,176864,T07A9.8,Protein T07A9.8,Caenorhabditis elegans,Cel.12379,T07A9.8,,,increase,Post developmentally RNAi let to a 24% mean lifespan extension.,anti,,24,RNA interference,"2247: Curran and Ruvkun (2007) ""Lifespan regulation by evolutionarily conserved genes essential for viability.""  PLoS Genet. 3(4):e56 (17411345)"
989,177339,T12E12.1,hypothetical protein,Caenorhabditis elegans,,T12E12.1,,,increase,RNAi led to 30% increase in mean lifespan,anti,,30,RNA interference post development,"2425: Ayyadevara et al. (2009) ""Caenorhabditis elegans PI3K mutants reveal novel genes underlying exceptional stress resistance and lifespan.""  Aging Cell 8(6):706-725 (19764929)"
114,188527,T15B12.1,INSulin related,Caenorhabditis elegans,,,O18149_CAEEL,,increase,Gene silencing extended lifespan by 30-40%.,anti,,40,RNA interference,"184: Kawano et al. (2000) ""Molecular cloning and characterization of a new insulin/IGF-like peptide of the nematode Caenorhabditis elegans.""  Biochem. Biophys. Res. Commun. 273(2):431-436 (10873623)"
645,179551,T19B10.2,Protein T19B10.2,Caenorhabditis elegans,Cel.2281,T19B10.2,,,decrease,"RNA interference decreased median lifespan by 34% in wild type animals, 72% in a daf-2 background and 30% in daf-2/daf-16 double mutants.",pro,,34,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
646,176023,T20H4.5,Protein T20H4.5,Caenorhabditis elegans,Cel.34232,T20H4.5,,,increase,RNA interference increased mean lifespan by 51%.,anti,,51,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
646,176023,T20H4.5,Protein T20H4.5,Caenorhabditis elegans,Cel.34232,T20H4.5,,,increase,RNAi led to a 7% mean lifespan extension.,anti,,7,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
1762,172857,T23D8.3,Protein T23D8.3,Caenorhabditis elegans,,,,,increase,Post-developmental RNAi of T23D8.3 extends lifespan of wild type worms.,anti,34.7,25.7,Post-developmental RNA interference,"3241: Tacutu et al. (2012) ""Prediction of C. elegans longevity genes by human and worm longevity networks.""  PLoS ONE 7(10):e48282 (23144747)"
2113,177968,T25B9.1,hypothetical protein,Caenorhabditis elegans,,,,,increase,In a large scale screen downregulation of T25B9.1 in worms increased mean lifespan by >5%.,anti,,,RNA interference,"4413: Mansfeld et al. (2015) ""Branched-chain amino acid catabolism is a conserved regulator of physiological ageing.""  Nat Commun 6:10043 (26620638)"
990,176772,T27E9.2,hypothetical protein,Caenorhabditis elegans,,T27E9.2,,,increase,20% mean lifespan extension,anti,,20,RNA interference,"2426: Zuryn et al. (2010) ""Mitochondrial dysfunction in Caenorhabditis elegans causes metabolic restructuring, but this is not linked to longevity.""  Mech. Ageing Dev. 131(9):554-561 (20688098)"
652,173863,T27F7.1,Protein T27F7.1,Caenorhabditis elegans,Cel.14915,T27F7.1,,,decrease,"RNA interference decreased median lifespan by 34% in wild type animals, 42% in a daf-2 background and 37% in daf-2/daf-16 double mutants.",pro,,34,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
654,176780,T28A8.6,Protein T28A8.6,Caenorhabditis elegans,Cel.13901,T28A8.6,,,increase,RNA interference increased mean lifespan by 28%.,anti,,28,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
655,176566,T28D6.4,Protein T28D6.4,Caenorhabditis elegans,Cel.9967,T28D6.4,,,increase,RNA interference increased mean lifespan by 33%.,anti,,33,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
656,175693,tag-174,Temporarily Assigned Gene name,Caenorhabditis elegans,Cel.18117,F54D8.2,,,increase,RNA interference increased mean lifespan by 11%.,anti,,11,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
656,175693,tag-174,Temporarily Assigned Gene name,Caenorhabditis elegans,Cel.18117,F54D8.2,,,increase,RNAi led to a 25% mean lifespan extension.,anti,,25,RNA interference,"2426: Zuryn et al. (2010) ""Mitochondrial dysfunction in Caenorhabditis elegans causes metabolic restructuring, but this is not linked to longevity.""  Mech. Ageing Dev. 131(9):554-561 (20688098)"
2213,177202,tald-1,Transaldolase,Caenorhabditis elegans,,,,,increase,Downregulation of tald-1 in worms increased lifespan by 14%. This increase only occurred if knock-down took place throughout development. Tald-1 downregulation in adult worms had no effect on lifespan.,anti,,14,RNA interference,"4777: Bennet CF et al. (2017) ""Transaldolase inhibition impairs mitochondrial respiration and induces a starvation-like longevity response in Caenorhabditis elegans.""  3:e1006695 (28355222)"
684,174790,tars-1,Threonyl Amino-acyl tRNA Synthetase,Caenorhabditis elegans,Cel.17250,C47D12.6,,,increase,RNA interference in adulthood extended mean lifespan by 12%.,anti,,12,RNA interference,"2246: Chen et al. (2007) ""Longevity determined by developmental arrest genes in Caenorhabditis elegans.""  Aging Cell 6(4):525-533 (17521386)"
2008,181574,tatn-1,Tyrosine AminoTraNsferase,Caenorhabditis elegans,0.6549,,,,increase,"Worms with tatn-1 mutations (baf1, partial loss-of-function), impairing tyrosine aminotransferase activity, show elevated levels of tyrosine, are prone to arresting development in dauer stage, and display increased longevity compared to wild type N2 controls (mean lifespan ~10% longer). Similar effects were observed for worms which have tatn-1 inhibited by RNA interference (~9%). Additionally, tatn-1 mutations  or RNA interference also extend the lifespan of the eak7 (by ~12%) and daf-2 (by ~21%) long-lived mutants. The longevity extension effect of tatn-1 is dependent on aak-2 and daf-16 independent.",anti,,10,Mutation,"3558: Ferguson et al. (2013) ""TATN-1 mutations reveal a novel role for tyrosine as a metabolic signal that influences developmental decisions and longevity in Caenorhabditis elegans.""  PLoS Genet. 9(12):e1004020 (24385923)"
668,176297,tax-4,abnormal CHEmotaxis,Caenorhabditis elegans,Cel.19693,ZC84.2,,,increase,Recessive loss-of-function allele can increase lifespan by up to 100%.,anti,,100,Mutation,"2265: Apfeld and Kenyon (1999) ""Regulation of lifespan by sensory perception in Caenorhabditis elegans.""  Nature 402(6763):804-809 (10617200)"
669,177943,tax-6,abnormal CHEmotaxis,Caenorhabditis elegans,Cel.13613,C02F4.2,,,increase,Post-developmental RNA interference increased mean lifespan by 27%.,anti,,27,RNA interference,"2268: Dong et al. (2007) ""Quantitative mass spectrometry identifies insulin signaling targets in C. elegans.""  Science 317(5838):660-663 (17673661)"
2116,174680,tba-4,Tubulin alpha chain,Caenorhabditis elegans,,,,,increase,In a large scale screen downregulation of tba-4 in worms increased mean lifespan by >5%.,anti,,,RNA interference,"4413: Mansfeld et al. (2015) ""Branched-chain amino acid catabolism is a conserved regulator of physiological ageing.""  Nat Commun 6:10043 (26620638)"
670,176568,tba-7,"TuBulin, Alpha",Caenorhabditis elegans,Cel.37548,T28D6.2,,,increase,RNA interference increased mean lifespan by 13%.,anti,,13,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
2036,175519,tbb-2,Tubulin beta-2 chain,Caenorhabditis elegans,10737,,,,increase,RNA interference of tbb-2 results in an increased lifespan.,anti,,5.1,RNA interference,"3567: Reis-Rodrigues et al. (2012) ""Proteomic analysis of age-dependent changes in protein solubility identifies genes that modulate lifespan.""  Aging Cell 11(1):120-127 (22103665)"
71,180784,tbc-7,TBC (Tre-2/Bub2/Cdc16) domain family,Caenorhabditis elegans,Cel.6841,C31H2.1,,,decrease,RNA interference decreased median lifespan by 28% in daf-2 mutants.,pro,,,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
991,176054,tbp-1,TATA-Binding Protein,Caenorhabditis elegans,,T20B12.2,,,decrease,21% mean decrease in lifespan,pro,,21,RNA interference,"2418: Xue et al. (2007) ""A modular network model of aging.""  Mol. Syst. Biol. 3:147 (18059442)"
